Продажу билетов на конкурс «Евровидение» приостановили в Израиле,Власти говорят о возможных махинациях 
Митинги против 'мусорной реформы' приши в городах Урала,"На согласованные акции вышли жители Екатеринбурга, Ивделя, Асбеста, Тюмени…"
Дональд Трамп потребовал от Ким Чен Ына закрыть секретный завод по обогащению урана,Американский лидер обратился к северокорейскому коллеге во время недавней встречи в Ханое…
"Матвиенко: Россия сделает все возможное, чтобы предотвратить военное вторжение США в Венесуэлу",Матвиенко встретилась в Москве с исполнительным вице-президентом Венесуэлы Делси Родригес…
СКР предъявил Браудеру обвинения в убийстве бизнесмена и информатора по 'делу Магнитского' Александра Перепеличного,Об этом Браудер сообщил в Твиттере…
"Сын жительницы Великобритании, погибшей от отравления 'Новичком', попросил Путина допросить Боширова и Петрова",20-летний Эван Хоуп написал президенту письмо…
В столичном районе Зюзино состоится митинг против закрытия роддома 10,Об этом рассказал в эфире радиостанции «Эхо Москвы» муниципальный депутат района Зюзино Константин Янкасукас…
Жители польского Гданьска сегодня выбирают нового мэра,"Досрочные выборы были назначены после убийства Павла Адамовича, который занимал пост градоначальника больше двадцати лет…"
В Эстонии сегодня парламентские выборы,"По итогам, планируется избрать больше ста депутатов…"
Задержанные на акции в поддержку аспирата МГУ Азата Мифтахова до сих пор остаются в полиции,Об этом «Эху» рассказала адвокат участников мероприятия Мария Эйсмонт…
"В городе Бердск силовики штурмом взяли здание МВД, чтобы задержать замначальника местного отдела полиции",Алексея Зорина и еще одного сотрудника заподозрили в мошенничестве…
Около 40 автомобилей этим утром попали в аварии на МКАД,Причиной ДТП стал гололед…
Аномальное потепление идет в Москву,В предстоящий вторник температура будет на пять градусов выше нормы…
"Трамп объявил, что террористическая организация 'Исламское государство' понесет полное поражение в ближайшие пару дней","Это уже не первый раз на этой неделе, когда Трамп объявляет о скорой победе…"
"Компания SpaceХ впервые запустила космический корабль Крю Дрэгон, разработанный для доставки астронавтов на МКС",На борту нет экипажа…
Скончался лауреат Нобелевской премии по физике Жорес Алферов,"Академик ушел из жизни минувшей ночью, ему было 88 лет…"
Актер Джонни Депп подал иск о клевете к своей бывшей жене Эмбер Хёрд,Она обвиняла его в домашнем насилии…
Северокорейские хакеры стали одной из ключевых угроз кибербезопаснсоти США,Об этом заявил помощник американского генпрокурора по нацбезопасности Джон Демерс…
В Москве возбуждено уголовное дело после убийства матери и ребенка,Об этом сообщает Следственный комитет…
Против бойца Александра Емельяненко может быть возбуждено уголовное дело об оскорблении полицейских,"Фамилия спортсмена в сообщении не фигурирует, однако источник в полиции сказал, что речь идет именно об Емельяненко…"
Компания SpaceХ Илона Маска впервые отправила к МКС новейший американский космический корабль Крю Дрэгон,Он стартовал с космодрома на мысе Канаверал…
Умер лауреат Нобелевской премии по физике Жорес Алферов,"Алферов был единственным нобелевским лауреатом по физике, который проживал в России…"
Массовый пикет в поддержку фигурантов дела 'Нового величия' пройдет сегодня в Москве,Участники соберутся в центре столицы в час дня…
"В Петербурге 12-летний школьник заявил, что учительница разбила ему губу",Мальчик вернулся с занятий с ссадинами на лице…
"Новейший американский космический корабль Crew Dragon, которым управляет манекен, успешно выведен на орбиту","Полёт к МКС проходит штатно, заявляют в NASA…"
"На 89-м году жизни скончался нобелевский лауреат, академик Жорес Алферов",Он умер в Петербурге после продолжительной болезни…
Лидер КНДР Ким Чен Ын завершил визит во Вьетнам и выехал на родину на своем личном поезде,Переговоры лидеров Северной Кореи и США проходили во Вьетнаме 28 февраля и завершились досрочно…
Россети пожаловались на атаки на серверы компании перед Универсиадой в Красноярске,Соревнования стартуют сегодня…
В Госдуму внесен законопроект о создании реестра недобросовестных родителей,"В список предлагается вносить имена людей, лишенных родительских прав, а также отстраненных от обязанностей опекунов или попечителей…"
Американский космический корабль Крю Дрэгон успешно выведен на орбиту,Об этом сообщает Национальное управление США по аэронавтике…
Умер Жорес Алферов,"Нобелевскому лауреату, академику было 88 лет…"
Российский бизнес подвергся массовой кибератаке,Хакеры выдавали себя за представителей известных брендов и использовали так называемые «умные» устройства…
В столкновениях манифестантов и полиции на акциях протеста в Алжире пострадали свыше полусотни человек,Десятки людей были задержаны в ходе прошедших накануне многотысячных митингов против выдвижения на пятый президентский срок 81-летнего Абдельазиза Бутефлики…
Компания SpaceХ несколько минут назад успешно запустила новейший американский космический корабль Крю Дрэгон,Он отправился к МКС в непилотируемом режиме…
"На 89-м году жизни умер советский и российский физик, нобелевский лауреат Жорес Алферов",Ученый умер после продолжительной болезни…
Три десятка жилых домов и хозяйственных построек сгорели в высокогорном селе в Дагестане,Это произошло в Цумадинском районе…
Экс-президент СССР Михаил Горбачев сегодня отпразднует свой 88-й день рождения в кругу семьи и друзей,Никаких публичных торжеств не запланировано…
Эксперты по кибербезопасности зафиксировали массовую атаку на российский бизнес,Хакеры организовали рассылку писем с вредоносными программами…
Митинг против использования реагентов пройдет сегодня в Москве,Акция согласована с властями…
В Алжире более 60-ти человек пострадали в результате акций против выдвижения 81-летнего президента на пятый срок,Более сорока человек задержаны…
"Скончался лауреат Нобелевской премии, академик Жорес Алферов",Об этом сообщила его супруга Тамара…
Космический корабль Crew Dragon компании SpaceX сегодня отправится в испытательный полет к МКС,Свой первый старт аппарат совершит без пассажиров…
США ввели санкции против почти полусотни должностных лиц Венесуэлы,Каракас в ответ призвал Вашингтон остановить цитата «империалистическую агрессию»...
Бойца смешанных единоборств Александра Емельяненко задержали после ДТП в Кисловодске,"По предварительным данным, он пытался скрыться с места происшествия, будучи в состоянии алкогольного опьянения…"
В Твери по подозрению в причастности к многомиллионным хищениям арестовали начальника ЦНИИ Минобороны,Отставной генерал организовал схему по которой из бюджета начислялись зарплаты фиктивным сотрудникам…
"Лукашенко: Белоруссия не против общей валюты с Россией, однако это не будет ни белорусский, ни российский рубль","По словам президента Белоруссии, эмиссионный центр вполне может быть и на территории России…"
Издание 'Проект': ЛДПР продает мандаты в Госдуму за 100-400 миллионов рублей,"Об этом сообщает издание «Проект», ссылаясь на информированные источники, среди них есть бывшие депутаты фракции ЛДПР…"
МВД объявило о раскрытии террористической ячейки в Ханты-Мансийском автономном округе,В рамках этого дела были задержаны как минимум три человека…
Вход во многие музеи России будет бесплатным для женщин 8-го марта,Это инициатива Минкульта…
Питерский СКА сенсационно проиграл московскому 'Спартаку' и второй матч 1/8 финала Кубка Гагарина,В первой игре СКА не смог забросить ни одной шайбы и уступил 0-2...
"В Ханты-Мансийском автономном округе задержаны боевики, которые планировали теракты и убийства полицейских","МВД утверждает, что они имели тесные связи на Северном Кавказе, взрывы планировались в местах массового скопления людей…"
Возле школы в Нижнем Новгороде сегодня была слышна стрельба,"По предварительным данным, никто не пострадал, а предполагаемые виновники происшествия задержаны…"
"В США многие считают, что встреча Трампа и Ким Чен Ына закончилась полным провалом","«Иногда нужно просто уйти, и это был как раз такой случай», — так президент США Дональд Трамп объяснил свой досрочно прервавшийся саммит с лидером КНДР Ким Чен Ыном в столице Вьетнама…"
Бывшего адвоката Дональда Трампа Майкла Коэна вновь допросят в американском конгрессе,Об этом сообщают американские СМИ…
МИД Индии: У Индии достаточно каналов для диалога с Пакистаном без посредников,"Между тем, Пакистан готов принять посредничество России в урегулировании конфликта…"
Президент Белоруссии согласился на создание единой валюты с Россией,"При этом, по словам Александра Лукашенко, об объединении двух стран говорить пока рано…"
Органы финансовой разведки Австрии и Испании передали России информацию об активах Бориса Мазо,Они оцениваются в 14 миллионов евро…
"Партия ЛДПР продаёт мандаты в Госдуму, это утверждает интернет-издание 'Проект' в новом расследовании","Захотел впервые стать депутатом Госдумы от ЛДПР — заплати от 400 миллионов рублей, эти цифры назвал интернет-изданию «Проект» действующий федеральный чиновник, хорошо знакомый с руководством партии Жириновского…"
В Саратове сотрудник коммунальной службы напал с лопатой на съемочную группу агентства 'Свободные новости',Оператор получил небольшую травму…
Издание 'Проект': Семья Владимира Жириновского владеет недвижимостью почти на 10 миллиардов рублей,"Как рассказала «Эху Москвы» корреспондент издания Юлия Лукьянова, основные активы записаны на бывшую жену и невестку…"
Российские производители патронов потеряли 50 миллиардов рублей из-за санкций,Об этом сообщают в Ростехе…
"Лукашенко: Белоруссия не против общей валюты с Россией, однако это не будет ни белорусский, ни российский рубль","По словам президента Белоруссии, эмиссионный центр вполне может быть и на территории России…"
"Александр Лукашенко заявил, что ни разу не замечал со стороны Путина намерений включить Белоруссию в состав РФ","Белоруссия и Россия должны идти на дальнейшее сближение и единение, об этом заявил президент Белоруссии на пресс-конференции…"
"В России закончилась дачная амнистия, которая стартовала почти 13 лет назад, а затем неоднократно продлевалась",По упрощенной процедуре за это время было зарегистрировано 13 миллионов домов и дач…
Очередной коллапс утром произошёл в столичном метро,"На этот раз серьёзные неудобства испытали пассажиры, которые пользуются Люблинско-Дмитровской линией…"
Издание 'Проект': ЛДПР продает мандаты в Госдуму за 100-400 миллионов рублей,"Об этом сообщает издание «Проект», ссылаясь на информированные источники, среди них есть бывшие депутаты фракции ЛДПР…"
Бывшего адвоката американского президента еще раз допросят в Конгрессе США,"Ранее, выступая перед законодателями, Майкл Коэн рассказал о приказах Дональда Трампа угрожать людям и организациям…"
Постпред Венесуэлы при ООН: Судьбу Хуана Гуайдо по возвращению на родину будет решать суд,"Верховный суд страны запретил Гуайдо выезжать из страны, однако он все равно отправился на заседание Группы Лимы в Боготу…"
Пакистан готов принять посредническую роль России в урегулировании конфликта между Исламабадом и Нью-Дели,Об этом только что сообщил МИД Пакистана…
Генпрокуратура Израиля предъявила обвинения премьер-министру Биньямину Нетаньяху,"Они касаются нескольких нарушений, в том числе, коррупционных…"
Лидерам США и КНДР не удалось договориться на саммите в Ханое,Они обсуждали ядерное разоружение Северной Кореи…
Оттепель сменится похолоданием в первые дни марта в Центральной России,"В большинстве регионов ожидаются заморозки до -14 градусов, небольшие снегопады, а также усиление ветра…"
Более 65 тысяч человек осуждены в России за последние 10 лет за применение насилия в отношении представителей власти,"Это показало исследование, проведенное организацией «Апология протеста»..."
Дональд Трамп и Ким Чен Ын в ходе переговоров в Ханое не смогли достичь никаких соглашений,Они завершились досрочно…
В Конгрессе США потребовали от разведки раскрыть доходы Владимира Путина,Соответствующий законопроект разработали члены палаты представителей демократ Вал Деминг и республиканец Элиза Стефаник…
В Германии суд приговорил племянника телеведущего Дмитрия Киселева к двум годам и трем месяцам заключения,Он признан виновным в подготовке к участию в боевых действиях на востоке Украины…
"СК, по некоторым данным, возбудил уголовное дело о заражении детей дизентерией в Москве из-за школьного питания","По данным источника, речь идет о сбыте продукции, которая не отвечает требованиям безопасности…"
'Ситибанк' до конца года закроет семь из 12 отделений в Москве,"В банке это объясняют популярностью онлайн-сервисов, в отделение приходит все меньше клиентов…"
Бывшего главного инженера 'Адмиралтейских верфей' Байкова задержали накануне в Петербурге по делу о хищении из бюджета,Уголовное дело возбуждено по статье «мошенничество»...
Следственный комитет возбудил уголовное дело в связи с дизентерией в московских школах,"О вспышке заболевания стало известно в декабре, а общее число отравленных превысило 60 человек…"
Защита аспиранта МГУ Азата Мифтахова намерена обжаловать его арест в Мосгорсуде,Об этом «Эху Москвы» рассказала его адвокат Светлана Сидоркина…
Суд в Мюнхене приговорил к двум годам и трем месяцам заключения племянника телеведущего Дмитрия Киселева Сергея,Он признан виновным в подготовке к участию в боевых действиях на востоке Украины…
Песков назвал инициативу конгрессменов США 'О транспарентности в отношении Путина' русофобской,"Так он ответил на вопрос, — в курсе ли российский президент данного внесенного законопроекта…"
В Кремле не считают нужным комментировать выступление Майкла Коэна о вмешательстве России в выборы США,"Об этом сказал пресс-секретарь президента РФ Дмитрий Песков, отвечая на брифинге, передает радиостанции «Эхо Москвы»..."
Более четырех миллионов российских пенсионеров к 1 июля получат перерасчет социальных доплат к пенсиям,Об этом сообщил журналистам глава комитета Совета Федерации по социальной политике Валерий Рязанский…
В Кирове задержана заведующая поликлиникой по делу о гибели трехлетней девочки,"По мнению следователей, из-за халатности заведующей ребенок больше двух лет находился без медицинского контроля…"
Прокуратура запросила в суде отчет о поездке полковника Дмитрия Захарченко и его невесты в США,Там будущая жена Захарченко купила ювелирные украшения на 320 тысяч долларов…
Лидеры США и КНДР на саммите в Ханое договорились об инспекции северокорейских ядерных объектов,Об этом сообщил президент Трамп…
В Ростове-на-Дону суд приговорил к срокам от 12 до 20 лет пятерых уроженцев Ингушетии,"Они признаны виновными в подготовке терактов, в том числе в Москве у посольства Франции.."
Действующий обладатель Кубка Гагарина казанский «Ак Барс» потерпел второе поражение в стартовом раунде турнира,"«Ак Барсу» выпало играть с омским Авангардом, которому приходится базироваться в подмосковной Балашихе, пока дворец спорта в родном городе находится на реконструкции…"
Природоохранная прокуратура подтвердила исчезновение трех белых китов и косатки в бухте Средняя,Их выловили в Приморье вместе с десятками других морских млекопитающих для продажи за границу…
В Польше задержан бывший вице-президент «Пробизнесбанка»,"Ярослав Алексеев был объявлен Россией в розыск по линии Интерпола, его подозревают в хищении банковских средств…"
Лидерам США и КНДР не удалось договориться на саммите в Ханое,На переговорах обсуждалось ядерное разоружение Северной Кореи…
Миллиардер Роман Абрамович стал учредителем Фонда развития кино 'Кинопрайм',"Исполнительным директором «Кинопрайма» стал Антон Малышев, который до 2018 года возглавлял государственную не коммерческую организацию «Фонд кино»..."
Управление делами президента называет обычно коммерческой деятельностью закупку сигарет торговым домом Кремлёвский,"Ранее на сайте госзакупок появилась информация о том, что Кремлёвский закупил сигарет на 19 миллионов рублей…"
Уильяму Браудеру предъявили обвинения в убийстве российского бизнесмена Александра Перепеличного,Об этом сам Браудер сообщил в Твиттере…
"Телеканал '360': Кисловодским полицейским, задержавшим бойца Александра Емельяненко, может грозить увольнение","По сведениям канала, полицейским был дан приказ не трогать Емельяненко и закрыть на происходящее глаза…"
"Сын жительницы Великобритании, скончавшейся от отравления ядом 'Новичок', написал письмо президенту России",20-летний Эван Хоуп попросил Владимира Путина позволить британским спецслужбам допросить подозреваемых в организации отравлении в Солсбери…
В «Роскосмосе» планируют поставить видеокамеры на месте заправки ракет «Союз»,"Вопросом озаботились после недавнего случая, когда перед стартом в топливном баке ракеты из-за недолива закончился окислитель…"
В Москве сносят спорткомплекс «Олимпийский»,"По плану властей, полная реконструкция займет два года…"
В районе Рублевского шоссе столкнулись около 40 машин,Сразу две крупные аварии на МКАДе…
"В Черногории тысячи людей вышли на митинг, требуя отставки президента страны Мило Джукановича и правительства","Жители балканской республики обвиняют власти в коррупции, кумовстве и злоупотреблении служебным положением…"
Причиной досрочного прекращения саммита США и КНДР стало требование Трампа закрыть секретный завод по обогащению урана,"Президент США рассказал, что секретный объект вычислила разведка…"
В Греции по запросу Украины задержали гражданина России,Это специалист в области энергетики Евгений Калинин…
"Погодные условия стали причиной авиаинцидента в аэропорту Петербурга, заявили в компании 'Узбекские авиалинии'","Там подчеркнули, что воздушное судно не получило повреждений…"
На МКАДе в условиях гололёда столкнулись около 40 автомобилей,ДТП произошло на 59-м километре…
В аэропорту Кемерово накануне эвакуировали самолет из-за угрозы взрыва,"В полиции сообщили, что была обнаружена бесхозная сумка…"
В Кисловодске арестовали бойца Александра Емельяненко,Он взят под стражу на десять суток…
Российские власти обвинили основателя фонда Hermitage Capital в убийстве,"По версии следствия, Уильям Браудер причастен к смерти бизнесмена Александра Перепеличного…"
Сын отравленной близ Солсбери англичанки обратился к Путину с просьбой выдать подозреваемых в убийстве матери,"Сын погибшей женщины жалуется, что не получает поддержки от британских властей, но стремится к справедливости в расследовании гибели матери…"
В Петербурге самолет при посадке выкатился за пределы полосы,Полиция проводит проверку…
Столичным водителям посоветовали пересесть на общественный транспорт из-за снегопада в Москве,"Чиновники предупреждают, что осадки сохранятся в течение дня…"
Несколько тысяч человек вышли на антипрезидентский марш в Черногории,Акция прошла в Подгорице…
Основателю британского фонда Эрмитедж Кэпитал Уильяму Браудеру предъявили обвинения в убийстве российского бизнесмена,Он назвал обвинения абсурдными…
"Сын жительницы Великобритании, погибшей в результате отравления 'Новичком', написал письмо Владимиру Путину","Эван Хоуп сообщил, что надеется добиться справедливости с помощью российского президента…"
Принадлежащая Би-би-си радиостанция Radio 2 байкотирует песни Майкла Джексона из-за новых обвинений в педофилии,Композиции певца «тихо исчезли» из эфира перед выходом документального фильма «Покидая Неверленд» о сексуальном насилии в отношении детей…
В Гданьске сегодня пройдут выборы главы города,Досрочное голосование было объявлено после трагической смерти в середине января мэра этого города Павла Адамовича…
В московском Зюзине пройдет митинг за сохранение роддома №10,"Это единственный центр планирования семьи на несколько районов, но власти хотят его закрыть…"
Основателю британского фонда Hermitage Capital Уильяму Браудеру в России предъявлено новое обвинение,На этот раз в убийстве российского бизнесмена Александра Перепеличного в 2012 году….
Путин встретится сегодня с российскими спортсменами и познакомится с инфраструктурой Всемирной зимней универсиады,"Также он посетит одно из соревнований, сообщает пресс-служба Кремля…"
США и Южная Корея договорились прекратить две серии регулярных военных учений,Об этом сообщил Пентагон…
Около 60 человек собрались накануне на народный сход у главного здания МГУ,"Они пришли поддержать аспиранта Азата Мифтахова, арестованного по делу о поджоге офиса «Единой России»..."
Знакомый бывшего министра финансов ДНР Александра Тимофеева опроверг его задержание,"Ранее портал DonDay сообщил, что экс-министра самопровозглашенной республики задержали в Ростове-на-Дону и доставили в Москву…"
Американский актер Джонни Депп потребовал от бывшей жены через суд 50 миллионов долларов,"Он обвинил экс-супругу, актрису Эмберт Хёрд в клевете…"
Бойца смешанных единоборств Александра Емельяненко задержали в Кисловодске после ДТП,"По предварительным данным, спортсмен был в нетрезвом состоянии…"
Московские власти согласовали митинг против изоляции российского Интернета,Акция пройдет 10 марта…
Министр внешнеэкономических дел Северной Кореи вылетел в Москву,Ким Ён Чжэ собирается участвовать в заседании межправительственной комиссии по торгово-экономическому научно-техническому сотрудничеству…
Генерала в отставке Минобороны России арестовали по обвинению в особо крупном мошенничестве,"Начальника ЦНИИ войск воздушно-космической обороны Сергея Ягольникова заподозрили в том, что он начислял зарплату более чем сотне несуществующим сотрудникам…"
"В Бразилии начался ежегодный карнавал, который продлится до среды","Костюмированные шествия и танцевальные шоу, зажигательная ритмичная музыка и танец самба – в таком режиме теперь живёт вся Бразилия…"
"Дональд Трамп отложил повышение тарифов на китайские товары, которое планировалось с 1 марта",Взамен он попросил Пекин снять все пошлины на ввоз американской сельхозпродукции…
В Южной Корее сегодня могут предъявить обвинения капитану российского Seagrand,Два дня назад сухогруз протаранил мост в портовом городе Пусан…
Массовый пикет в поддержку фигурантов дела «Нового величия» пройдет сегодня в центре Москвы,"Люди соберутся, чтобы привлечь внимание к истории обвиняемых Анны Павликовой и Марии Дубовик…"
'Вашингтон' обыграл 'Нью-Йорк Айлендерс' в гостевом матче регулярного чемпионата НХЛ со счетом 3:1,Победную шайбу во встрече забросил капитан столичного клуба Александр Овечкин…
Власти США назначили награду в миллион долларов за информацию о местонахождении сына Бен Ладена,Хамза бен Ладен также собирается заниматься террористической деятельностью…
"Crew Dragon компании SpaceX, как ожидается, отправится сегодня к МКС","Старт пройдет с космодрома на мысе Канаверал, сообщает НАСА…"
Строительство космического ракетного комплекса «Ангара» обошлось России примерно в 112 миллиардов рублей,"Большую часть этой суммы предоставило Минобороны, также в работы вкладывались «Роскосмос» и Центр Хруничева…"
Сегодня на чемпионате мира по лыжным видам спорта в австрийском Зеефельде состоится женская гонка на 30 километров,Этим видом заканчивается женская программа лыжных гонок на чемпионате мира…
Митинг против использования реагентов пройдет сегодня в Москве,"Ожидается, что выступят представители разных политических сил, поскольку все возмущены этой практикой…"
Новый очаг кори нашли в Петербурге на Петроградской стороне,"Заболевшим оказался житель Украины, который приехал в гости…"
"Компании, предположительно связанные с Пригожиным, с 1 января получили контракты на поставку питания на 10 млрд рублей",Заключению новых договоров не помешала даже вспышка дизентерии в московских школах и детских садах…
В Красноярске стартуют XXIX зимние Всемирные студенческие игры,Впервые в истории зимняя Универсиада пройдет в России…
Пакистан передал Индии пилота сбитого истребителя,В Исламабаде это назвали жестом доброй воли…
Одной из основных версий пожара в дагестанском селе является попадание искры из дымохода печи на сено,Работы на месте приостановлены до утра…
"Более 60 человек пострадали, 45 задержаны в ходе многотысячных акций протеста в Алжире",Об этом сообщают местные СМИ со ссылкой на официальные данные полиции…
В Твери по делу о мошенничестве задержан начальник подконтрольного Минобороны научного института войск ВКО,Следователи обнаружили при институте более ста «мертвых душ»...
В Челябинской области сегодня пройдёт митинг против строительства кремниевого завода,"«Нет отраве», «Против ядовитого завода» — с такими лозунгами выйдут люди…"
"Заведующую поликлиникой в Кирове, задержанную по делу о гибели ребенка, освободили без предъявления обвинений",За нее вступились Национальная медицинская палата и областной профсоюз работников здравоохранения…
